price,atr,f_rsi,f_macd,f_ema20Dist,f_emaCross,f_momentum,f_volatility,f_ema200Dist,f_mfi,f_obvChange,f_bbSpread,f_adx,f_volChange,label
86.02,0.355714285714285,0.3785046728971915,-0.0009035096984056414,8.066143483062256e-05,0.004785725928184022,-0.0016248839368616594,0.004135250938319983,0.011764046099505933,0.32515092391504796,0.03314643085454032,0.014808156949774954,0.3169238243891183,-0.5974799863111074,0
86.18,0.34285714285714264,0.3512195121951198,-0.0007703186055751126,0.0017526060824292174,0.004706058768695526,-0.00034798747245084013,0.003978384112986106,0.013463473180074579,0.26425214709945377,0.05978213704247885,0.01448614796443381,0.3016441323743732,-0.6037463246895195,0
86.29,0.33428571428571374,0.36666666666666825,-0.0005894333672548812,0.0027370341713112297,0.004690870957617548,0.0037222286844248854,0.003873979769216754,0.014574603031493676,0.19632664240214467,0.0807069419935956,0.014479993629669287,0.2898364213296261,-0.6156613923715611,0
86.0,0.3285714285714271,0.3737864077669905,-0.0006853147113357866,-0.000566226525910055,0.004471000043138523,-0.00023250406882115813,0.0038205980066445015,0.011139700140109206,0.20335903224222066,0.054096525896518914,0.013437651804405785,0.27696914514191384,-0.7158829888587318,0
86.15,0.33071428571428335,0.4401913875598087,-0.0006171299079139504,0.001063917230004718,0.004360949518770646,-0.0003481086098862977,0.0038388193350468174,0.012733478758143643,0.20491545789554508,0.09151708181619815,0.013458343625109304,0.26338757080421354,-0.31096976466084353,0
85.99,0.31428571428571267,0.47916666666666713,-0.0006824135480429706,-0.0007190908588855986,0.004144668310838624,-0.003476648510835686,0.0036549100393733305,0.010788067443211757,0.23742902587841144,0.04805413148554406,0.013365093538951218,0.2507761089192061,-0.42309843845934864,0
85.8,0.31999999999999823,0.46000000000000085,-0.0008480357611406364,-0.0026555987546652126,0.0038173200979796113,-0.00232558139534887,0.0037296037296037092,0.008511957576274355,0.22936729413900067,-0.06320117198675977,0.013470890204398216,0.2363973776724041,0.6614333970265402,1
86.12,0.32214285714285545,0.5662100456621015,-0.0006823042993593394,0.0009681081271675632,0.0037271442199884055,-0.0003482298316889279,0.003740627695574262,0.012074720801983114,0.4211040669911547,0.06227987174466613,0.011633160079667158,0.2204225657764375,0.7206378457795716,1
86.02,0.3242857142857117,0.5462555066079277,-0.0006342797895120218,-0.000174878507588566,0.0035696204605536195,0.0003488777764856511,0.0037698874016009265,0.010817518784702801,0.4802170692755519,0.01632746352559964,0.008647460016463118,0.2092479708662744,-0.39795410039082163,1
86.04,0.30642857142856983,0.45789473684210696,-0.0005688387870878558,5.212529320111048e-05,0.003432386358692403,0.0027972027972029035,0.0035614664275751954,0.010937529357291236,0.43734477383426074,0.03853284178601752,0.007283446230472422,0.19887156130683725,-0.615948739207709,1
