price,atr,f_rsi,f_macd,f_ema20Dist,f_emaCross,f_momentum,f_volatility,f_ema200Dist,f_mfi,f_obvChange,f_bbSpread,f_adx,f_volChange,label
624.34,2.1100000000000136,0.5958429561200935,0.0008070897036429557,0.0025928914520334106,0.000909212000976858,-0.00012811889433382538,0.0033795688246788824,0.0034444610013454205,0.6819660091635887,1.4776149892718613,0.017417775038460113,0.3609724770101977,-0.22309978971110522,1
623.2,2.052142857142875,0.6292682926829264,0.0005334535979938459,0.0006951885150444182,0.000916614276958049,-0.0023851830507932077,0.0032929121584449206,0.0016053592877590835,0.6386916952590338,0.6260956059033033,0.017505228396878673,0.3557799779416466,0.5580244223325271,1
623.82,2.0321428571428686,0.6932826362484154,0.0003883425022375007,0.0015275764963440905,0.0009754024010453237,-0.001696325694533263,0.003257578880354699,0.002571793031557271,0.5922337801034119,1.0895378260727868,0.01771031447231164,0.3499848533846403,0.5633756397083549,1
625.03,2.115000000000009,0.7297297297297294,0.00039169700941891117,0.003130952390783328,0.0011316837651464268,0.001105167056411476,0.0033838375757963765,0.004457918158119514,0.6299907228325149,1.1517848740929526,0.01814289262994135,0.3512127625729875,-0.12480380391763676,0
625.59,2.07571428571429,0.7160883280757102,0.0004209697705772777,0.003640132802894187,0.0013135992077849999,0.00383504492939664,0.0033180106550844642,0.005295857901683302,0.6282655900110788,1.2365892658138988,0.01865377740337789,0.3553286879499708,0.1455625107245208,0
626.5,2.087142857142859,0.7206703910614527,0.0004990549478113244,0.004602849004149264,0.0015485345868378663,0.004296111057676814,0.0033314331319119856,0.0066736081221829,0.6272619627714731,1.1320790659106652,0.0192858920778637,0.3606138692879425,-0.39834009167581275,0
626.71,2.0657142857142907,0.7079818299805336,0.0005317909604737728,0.004466257509616864,0.0017657072195727214,0.002687870982192957,0.0032961246600729053,0.006936739149118655,0.6354437468130907,1.2084805891412338,0.019893029843852522,0.3670233244777642,0.41452991729291616,0
627.89,1.895714285714283,0.6676514032496297,0.0006306587380533341,0.005733633706934266,0.002053725866033489,0.0036765293562875914,0.003019182158840375,0.00871542076710268,0.6381355378697467,1.1536513579706897,0.020045228335297836,0.3762804404929494,-0.010674601032214825,0
627.41,1.902142857142857,0.6207159177456192,0.0005976010612825459,0.004499354041041899,0.0022531288082246036,0.001452513966480396,0.0030317381889718954,0.007877864019391853,0.5883131038990141,0.7971621290080363,0.01878360984608252,0.3854171354483803,-0.10086973711735378,0
626.88,1.8907142857142796,0.5997056659308335,0.0004761084386711013,0.003309348691244217,0.00237034824389381,0.0002712578385536517,0.003016070517027628,0.006969027074753507,0.5492459977187921,0.5648300146376823,0.016352631160137594,0.3898202654901752,-0.2962705990911145,0
